"testDecisionTree","intercloud","video","2.9901587764E10","128","228131.01016235352","4.5","03-18-2022 13:47:15:098","03-18-2022 13:48:06:811","51.713","44.48909090909091","4625.774991046739","2338.7520000000004"
"testDecisionTreeEnergy","intercloud","video","2.9901587764E10","128","228131.01016235352","4.5","03-18-2022 13:47:13:966","03-18-2022 13:49:37:899","143.933","44.38027210884352","1661.9725991398775","6444.021000000001"
"testDecisionTree","intercloud","html","2.087272626E9","20000","101.91760869140624","4.5","03-18-2022 13:49:52:136","03-18-2022 13:50:08:042","15.906","44.2842105263158","1049.8039109769898","750.2729999999999"
"luigiEEMT_frequency_cores","intercloud","html","2.087272626E9","20000","4.5","03-18-2022 13:50:20:008","03-18-2022 13:51:05:042","45.034","32","370.79053621708044","2323.9280000000003"
"luigiEEMT_frequency_cores","intercloud","video","2.9901587764E10","128","4.5","03-18-2022 13:48:17:867","03-18-2022 13:51:28:048","190.181","32","1257.8159864129434","9201.266000000001"
"testDecisionTreeEnergy","intercloud","html","2.087272626E9","20000","101.91760869140624","4.5","03-18-2022 13:51:32:273","03-18-2022 13:51:58:749","26.476","44.260000000000005","630.6912300951806","912.4759999999998"
"testDecisionTree","intercloud","image","1.2568661023E10","5000","2454.8166060546873","4.5","03-18-2022 13:52:13:350","03-18-2022 13:53:43:437","90.087","44.22765957446804","1116.1353822860124","3324.1020000000003"
"testDecisionTreeEnergy","intercloud","video","2.9901587764E10","128","228131.01016235352","4.5","03-18-2022 13:51:44:862","03-18-2022 13:54:16:871","152.009","44.24774193548381","1573.674598951378","5648.852999999998"
"testDecisionTree","intercloud","html","2.087272626E9","20000","101.91760869140624","4.5","03-18-2022 13:54:31:170","03-18-2022 13:54:48:185","17.015","44.26190476190476","981.380018101675","781.7379999999999"
"luigiEEMT_frequency_cores","intercloud","image","1.2568661023E10","5000","4.5","03-18-2022 13:53:55:311","03-18-2022 13:55:43:257","107.946","32","931.4776664628611","5064.627000000001"
"luigiEEMT_frequency_cores","intercloud","html","2.087272626E9","20000","4.5","03-18-2022 13:55:00:137","03-18-2022 13:55:44:786","44.649","32","373.98779385876503","2255.9500000000003"
"testDecisionTreeEnergy","intercloud","html","2.087272626E9","20000","101.91760869140624","4.5","03-18-2022 13:56:00:923","03-18-2022 13:56:27:433","26.51","44.27000000000001","629.8823465861939","920.0980000000002"
"testDecisionTreeEnergy","intercloud","image","1.2568661023E10","5000","2454.8166060546873","4.5","03-18-2022 13:56:06:347","03-18-2022 13:57:47:976","101.629","44.2380952380952","989.375947652737","3551.0019999999995"
"testDecisionTree","intercloud","image","1.2568661023E10","5000","2454.8166060546873","4.5","03-18-2022 13:56:42:046","03-18-2022 13:58:12:112","90.066","44.24042553191488","1116.3956230319989","3284.989"
"luigiEEMT_frequency_cores","intercloud","image","1.2568661023E10","5000","4.5","03-18-2022 13:58:24:009","03-18-2022 14:00:02:935","98.926","32","1016.4091157430806","0.0"
